report,PSIY_0-1,PSIY_1.1-2,PSIY_2.1-3,PSIY_3.1-4,PSIY_4.1-5,PSIY_5.1-6,PSIY_6.1-7,PSIY_7.1-8,PSIY_8.1-9,PSIY_9.1-10,PSIY_10.1-12,PSIY_12.1-15,PSIY_15.1-20,PSIY_20.1+,PSIY_life,PSIY_LWOP,PSIY_death,PSIY_YO,PSIY_total_reported,PSIY_not_reported,total_pop,PSIY_0-1_m,PSIY_1.1-2_m,PSIY_2.1-3_m,PSIY_3.1-4_m,PSIY_4.1-5_m,PSIY_5.1-6_m,PSIY_6.1-7_m,PSIY_7.1-8_m,PSIY_8.1-9_m,PSIY_9.1-10_m,PSIY_10.1-12_m,PSIY_12.1-15_m,PSIY_15.1-20_m,PSIY_20.1+_m,PSIY_life_m,PSIY_LWOP_m,PSIY_death_m,PSIY_YO_m,PSIY_total_reported_m,PSIY_not_reported_m,total_male_pop,PSIY_0-1_f,PSIY_1.1-2_f,PSIY_2.1-3_f,PSIY_3.1-4_f,PSIY_4.1-5_f,PSIY_5.1-6_f,PSIY_6.1-7_f,PSIY_7.1-8_f,PSIY_8.1-9_f,PSIY_9.1-10_f,PSIY_10.1-12_f,PSIY_12.1-15_f,PSIY_15.1-20_f,PSIY_20.1+_f,PSIY_life_f,PSIY_LWOP_f,PSIY_death_f,PSIY_YO_f,PSIY_total_reported_f,PSIY_not_reported_f,total_female_pop
2011-12,2124,4032,4648,3390,5682,2296,2180,1965,1057,6042,2514,3942,3988,3280,7121,696,96,4,55057,0,55057,1969,3568,4087,3035,5182,2095,2028,1839,1006,5719,2403,3797,3841,3196,6806,683,95,4,51353,0,51353,155,464,561,355,500,201,152,126,51,323,111,145,147,84,315,13,1,0,3704,0,3704
2012-01,4700,4090,4574,3112,5292,1910,1900,1772,952,5714,2225,3800,3805,3256,7025,677,97,3,54904,0,54904,4301,3623,4043,2805,4825,1749,1775,1660,905,5411,2125,3655,3663,3170,6715,664,95,3,51187,0,51187,399,467,531,307,467,161,125,112,47,303,100,145,142,86,310,13,2,0,3717,0,3717
2012-02,1734,3367,4176,3226,5846,2581,2510,2278,1357,6253,2782,4186,4134,3390,7101,711,96,4,55732,0,55732,1622,3037,3701,2882,5324,2332,2309,2093,1265,5885,2641,4001,3974,3295,6785,698,95,4,51943,0,51943,112,330,475,344,522,249,201,185,92,368,141,185,160,95,316,13,1,0,3789,0,3789
2012-03,1962,3632,4399,3352,5952,2602,2529,2254,1364,6257,2791,4138,4078,3356,7111,713,97,3,56590,0,56590,1820,3267,3912,2996,5405,2357,2321,2077,1270,5880,2645,3958,3927,3265,6795,700,96,3,52694,0,52694,142,365,487,356,547,245,208,177,94,377,146,180,151,91,316,13,1,0,3896,0,3896
2012-04,1927,3656,4425,3399,5979,2657,2556,2273,1393,6273,2807,4157,4090,3375,7129,719,96,3,56914,0,56914,1786,3285,3941,3042,5439,2407,2348,2093,1299,5895,2658,3976,3937,3283,6809,706,95,3,53002,0,53002,141,371,484,357,540,250,208,180,94,378,149,181,153,92,320,13,1,0,3912,0,3912
2012-05,3953,5044,4878,3782,5392,2047,2121,1816,2579,4616,2228,3829,3874,3159,7151,727,96,3,57295,0,57295,3521,4517,4332,3460,4904,1888,1968,1705,2472,4339,2131,3685,3728,3076,6830,713,95,3,53367,0,53367,432,527,546,322,488,159,153,111,107,277,97,144,146,83,321,14,1,0,3928,0,3928
2012-06,1996,3706,4527,3458,6006,2706,2626,2304,1457,6277,2841,4169,4105,3400,7164,731,95,2,57570,0,57570,1874,3336,4045,3115,5482,2442,2418,2124,1359,5892,2691,3985,3950,3309,6842,717,94,2,53677,0,53677,122,370,482,343,524,264,208,180,98,385,150,184,155,91,322,14,1,0,3893,0,3893
2012-07,2105,3882,4616,3576,6113,2748,2646,2340,1506,6301,2883,4169,4134,3426,7188,737,94,2,58466,0,58466,1970,3519,4130,3238,5586,2482,2438,2158,1403,5922,2731,3984,3974,3335,6868,723,93,2,54556,0,54556,135,363,486,338,527,266,208,182,103,379,152,185,160,91,320,14,1,0,3910,0,3910
2012-08,1907,3784,4565,3605,6037,2720,2629,2369,1526,6275,2875,4177,4097,3430,7173,737,94,2,58002,0,58002,1770,3430,4081,3258,5510,2456,2418,2178,1422,5898,2725,3992,3936,3337,6853,723,93,2,54082,0,54082,137,354,484,347,527,264,211,191,104,377,150,185,161,93,320,14,1,0,3920,0,3920
2012-09,1805,3686,4521,3571,5977,2700,2586,2342,1539,6243,2897,4165,4094,3426,7180,745,95,2,57574,0,57574,1680,3339,4039,3233,5444,2440,2378,2153,1436,5869,2745,3987,3934,3333,6860,730,94,2,53696,0,53696,125,347,482,338,533,260,208,189,103,374,152,178,160,93,320,15,1,0,3878,0,3878
2012-10,13095,1793,2389,2087,3824,1840,1850,1937,1462,5162,2763,3876,3874,3678,7189,758,95,16,57688,0,57688,12456,1590,2048,1849,3430,1612,1671,1754,1351,4796,2581,3674,3680,3563,6868,742,94,16,53775,0,53775,639,203,341,238,394,228,179,183,111,366,182,202,194,115,321,16,1,0,3913,0,3913
2012-11,1741,3734,4484,3558,5856,2696,2554,2338,1601,6231,2934,4195,4115,3456,7203,773,95,2,57566,0,57566,1586,3387,4000,3237,5341,2426,2352,2153,1495,5858,2777,4005,3949,3362,6881,756,94,2,53661,0,53661,155,347,484,321,515,270,202,185,106,373,157,190,166,94,322,17,1,0,3905,0,3905
2012-12,1733,3673,4414,3518,5772,2656,2518,2308,1592,6236,2933,4197,4123,3465,7227,782,95,2,57244,0,57244,1580,3345,3937,3195,5266,2397,2314,2126,1486,5855,2776,4006,3953,3372,6905,764,94,2,53373,0,53373,153,328,477,323,506,259,204,182,106,381,157,191,170,93,322,18,1,0,3871,0,3871
2013-01,1786,3617,4382,3500,5713,2614,2493,2263,1593,6169,2919,4199,4116,3476,7234,781,94,2,56951,0,56951,1626,3283,3895,3175,5212,2356,2295,2083,1484,5784,2764,4005,3947,3382,6911,761,93,2,53058,0,53058,160,334,487,325,501,258,198,180,109,385,155,194,169,94,323,20,1,0,3893,0,3893
2013-02,1696,3613,4351,3475,5626,2587,2457,2244,1598,6115,2916,4190,4109,3491,7229,800,91,2,56590,0,56590,1540,3273,3868,3153,5135,2336,2263,2070,1488,5734,2758,3994,3942,3397,6905,779,90,2,52727,0,52727,156,340,483,322,491,251,194,174,110,381,158,196,167,94,324,21,1,0,3863,0,3863
2013-03,1639,3537,4309,3441,5391,2562,2460,2201,1717,5898,3002,4200,4180,3580,7228,808,91,2,56246,0,56246,1478,3193,3836,3114,4922,2310,2265,2026,1605,5518,2844,4000,4009,3482,6903,787,90,2,52384,0,52384,161,344,473,327,469,252,195,175,112,380,158,200,171,98,325,21,1,0,3862,0,3862
2013-04,1630,3482,4239,3412,5345,2552,2440,2187,1717,5866,2988,4197,4170,3603,7242,824,91,2,55987,0,55987,1464,3125,3796,3090,4882,2305,2249,2019,1604,5487,2830,4000,3998,3503,6915,802,90,2,52161,0,52161,166,357,443,322,463,247,191,168,113,379,158,197,172,100,327,22,1,0,3826,0,3826
2013-05,1636,3462,4191,3382,5271,2529,2409,2156,1721,5829,2980,4186,4183,3618,7260,841,91,2,55747,0,55747,1475,3109,3759,3074,4811,2279,2228,1996,1606,5445,2821,3996,4014,3517,6931,818,90,2,51971,0,51971,161,353,432,308,460,250,181,160,115,384,159,190,169,101,329,23,1,0,3776,0,3776
2013-06,1594,3379,4122,3318,5307,2497,2357,2166,1612,5962,2889,4154,4141,3547,7257,850,91,2,55245,0,55245,1439,3022,3695,3022,4842,2248,2178,2009,1496,5576,2730,3967,3974,3449,6928,827,90,2,51494,0,51494,155,357,427,296,465,249,179,157,116,386,159,187,167,98,329,23,1,0,3751,0,3751
2013-07,1609,3319,4074,3257,5203,2465,2355,2152,1623,5922,2904,4148,4154,3556,7260,855,91,2,54949,0,54949,1452,2983,3663,2964,4760,2223,2175,1994,1504,5542,2746,3960,3989,3458,6932,832,90,2,51269,0,51269,157,336,411,293,443,242,180,158,119,380,158,188,165,98,328,23,1,0,3680,0,3680
2013-08,3673,702,981,982,2493,1259,1395,1338,1309,6561,3215,6061,10111,9141,5037,386,68,2,54714,0,54714,3436,635,898,896,2252,1146,1294,1213,1202,5971,2953,5600,9532,8726,4873,383,67,2,51079,0,51079,237,67,83,86,241,113,101,125,107,590,262,461,579,415,164,3,1,0,3635,0,3635
2013-09,3851,706,965,988,2467,1262,1383,1342,1286,6448,3162,6038,10104,9215,4928,366,68,2,54581,0,54581,3607,636,884,908,2245,1146,1285,1216,1179,5867,2899,5577,9524,8800,4764,363,67,2,50969,0,50969,244,70,81,80,222,116,98,126,107,581,263,461,580,415,164,3,1,0,3612,0,3612
2013-10,500,791,1015,1004,2464,1268,1368,1344,1277,6352,3147,6019,10171,9497,7278,930,99,2,54526,0,54526,468,718,932,926,2236,1146,1261,1226,1170,5772,2887,5561,9587,9081,6942,904,98,2,50917,0,50917,32,73,83,78,228,122,107,118,107,580,260,458,584,416,336,26,1,0,3609,0,3609
2013-11,501,806,1005,983,2433,1272,1351,1344,1273,6259,3107,5953,10178,9531,7281,945,99,2,54323,0,54323,470,735,921,909,2211,1148,1241,1225,1173,5685,2852,5491,9593,9114,6940,919,98,2,50727,0,50727,31,71,84,74,222,124,110,119,100,574,255,462,585,417,341,26,1,0,3596,0,3596
2013-12,520,818,1014,993,2408,1266,1347,1364,1278,6197,3090,5913,10112,9577,7289,947,99,2,54234,0,54148,489,745,929,918,2189,1137,1237,1245,1174,5624,2838,5447,9533,9154,6944,921,98,2,50624,0,50539,31,73,85,75,219,129,110,119,104,573,252,466,579,423,345,26,1,0,3610,0,3609
2014-01,509,771,1012,991,2348,1236,1318,1335,1275,6042,3073,5842,10055,9582,7289,958,99,2,53737,0,53649,483,702,922,917,2142,1109,1209,1215,1168,5483,2824,5393,9484,9158,6945,932,98,2,50186,0,50099,26,69,90,74,206,127,109,120,107,559,249,449,571,424,344,26,1,0,3551,0,3550
2014-02,487,741,992,967,2272,1195,1264,1309,1287,5868,2982,5816,10008,9598,7301,958,99,2,53146,0,53057,461,673,908,899,2077,1066,1169,1195,1176,5325,2739,5367,9438,9173,6957,932,98,2,49655,0,49567,26,68,84,68,195,129,95,114,111,543,243,449,570,425,344,26,1,0,3491,0,3490
2014-03,485,757,994,992,2229,1191,1241,1295,1270,5763,2981,5811,10011,9605,7312,961,100,2,53000,0,52909,465,683,901,924,2042,1064,1154,1177,1165,5230,2742,5359,9440,9177,6966,934,99,2,49524,0,49434,20,74,93,68,187,127,87,118,105,533,239,452,571,428,346,27,1,0,3476,0,3475
2014-04,492,780,986,981,2235,1193,1207,1311,1245,5709,2970,5817,10029,9660,7329,974,100,2,53020,0,53020,466,706,886,913,2040,1069,1114,1192,1149,5184,2732,5360,9453,9235,6981,946,99,2,49527,0,49527,26,74,100,68,195,124,93,119,96,525,238,457,576,425,348,28,1,0,3493,0,3493
2014-05,451,707,952,950,2241,1209,1245,1316,1245,5796,2977,5848,10123,9700,7331,979,100,2,53172,0,53172,424,638,857,877,2052,1075,1150,1197,1154,5259,2747,5388,9540,9271,6983,952,99,2,49665,0,49665,27,69,95,73,189,134,95,119,91,537,230,460,583,429,348,27,1,0,3507,0,3507
2014-06,458,720,997,947,2274,1226,1231,1306,1226,5773,2946,5825,10057,9720,7336,988,99,2,53131,0,53131,434,648,898,866,2077,1092,1139,1197,1138,5240,2726,5382,9477,9295,6986,960,98,2,49655,0,49655,24,72,99,81,197,134,92,109,88,533,220,443,580,425,350,28,1,0,3476,0,3476
2014-08,453,733,1019,979,2303,1210,1247,1305,1250,5736,2921,5756,10041,9771,7359,1014,98,2,53197,0,53197,424,661,909,902,2084,1076,1156,1196,1155,5190,2698,5327,9455,9341,7003,986,97,2,49662,0,49662,29,72,110,77,219,134,91,109,95,546,223,429,586,430,356,28,1,0,3535,0,3535
2014-09,454,721,1031,968,2356,1193,1229,1315,1243,5673,2898,5712,9977,9814,7370,1020,98,2,53074,0,53074,422,651,919,894,2134,1067,1134,1209,1153,5136,2667,5293,9391,9381,7014,992,97,2,49556,0,49556,32,70,112,74,222,126,95,106,90,537,231,419,586,433,356,28,1,0,3518,0,3518
2014-10,459,722,1025,984,2339,1185,1233,1325,1293,5697,2887,5759,9997,9866,7376,1033,97,2,53279,0,53279,425,655,911,911,2117,1066,1130,1211,1198,5153,2658,5337,9400,9430,7018,1004,96,2,49722,0,49722,34,67,114,73,222,119,103,114,95,544,229,422,597,436,358,29,1,0,3557,0,3557
2014-11,449,718,1033,976,2307,1163,1213,1308,1302,5614,2865,5748,9966,9900,7386,1039,97,2,53086,0,53086,415,652,927,904,2081,1052,1111,1199,1206,5080,2637,5328,9379,9458,7028,1010,96,2,49565,0,49565,34,66,106,72,226,111,102,109,96,534,228,420,587,442,358,29,1,0,3521,0,3521
2014-12,468,740,1061,988,2335,1179,1234,1330,1300,5510,2840,5734,9951,9934,7399,1057,95,98,53253,0,53253,437,666,955,916,2111,1064,1137,1218,1209,4980,2617,5309,9362,9476,7042,1028,94,95,49716,0,49716,31,74,106,72,224,115,97,112,91,530,223,425,589,458,357,29,1,3,3537,0,3537
2015-01,460,744,1079,991,2347,1176,1247,1330,1312,5505,2842,5723,9952,9948,7400,1058,94,100,53308,0,53308,430,675,973,916,2120,1061,1151,1217,1223,4973,2614,5299,9361,9488,7044,1029,93,97,49764,0,49764,30,69,106,75,227,115,96,113,89,532,228,424,591,460,356,29,1,3,3544,0,3544
2015-02,462,766,1078,1003,2329,1180,1254,1308,1312,5478,2824,5732,9940,10001,7417,1058,94,96,53332,0,53332,432,696,973,926,2112,1063,1157,1200,1216,4954,2595,5302,9352,9541,7059,1029,93,91,49791,0,49791,30,70,105,77,217,117,97,108,96,524,229,430,588,460,358,29,1,5,3541,0,3541
2015-03,464,765,1107,1011,2368,1193,1260,1312,1301,5479,2840,5726,9985,10045,7434,1077,93,98,53558,0,53558,429,696,1001,931,2141,1071,1161,1207,1203,4955,2607,5287,9398,9584,7074,1047,92,93,49977,0,49977,35,69,106,80,227,122,99,105,98,524,233,439,587,461,360,30,1,5,3581,0,3581
2015-04,469,754,1112,1009,2340,1216,1251,1312,1324,5433,2814,5695,9992,10080,7434,1085,93,98,53511,0,53511,431,690,1003,927,2132,1090,1152,1209,1225,4919,2590,5252,9407,9617,7073,1055,92,93,49957,0,49957,38,64,109,82,208,126,99,103,99,514,224,443,585,463,361,30,1,5,3554,0,3554
2015-05,492,771,1128,1026,2346,1222,1250,1306,1324,5427,2840,5731,10013,10157,7441,1098,93,95,53760,0,53760,455,703,1022,945,2137,1097,1152,1204,1232,4910,2601,5292,9425,9679,7079,1067,92,90,50182,0,50182,37,68,106,81,209,125,98,102,92,517,239,439,588,478,362,31,1,5,3578,0,3578
2015-06,481,768,1140,1020,2342,1200,1263,1316,1341,5423,2845,5755,10017,10206,7442,1107,92,112,53870,0,53870,448,702,1032,933,2124,1079,1156,1215,1243,4904,2603,5308,9423,9730,7079,1075,91,108,50253,0,50253,33,66,108,87,218,121,107,101,98,519,242,447,594,476,363,32,1,4,3617,0,3617
2015-07,482,769,1142,1012,2299,1199,1234,1287,1336,5374,2818,5720,10040,10246,7425,1122,92,109,53706,0,53706,448,697,1031,921,2092,1078,1131,1190,1245,4870,2584,5272,9441,9775,7063,1089,91,103,50121,0,50121,34,72,111,91,207,121,103,97,91,504,234,448,599,471,362,33,1,6,3585,0,3585
2015-08,482,726,1131,1012,2270,1206,1224,1285,1316,5320,2775,5701,10134,10096,7437,1131,185,106,53537,0,53537,446,657,1009,917,2066,1082,1119,1189,1227,4817,2542,5256,9528,9629,7072,1096,184,100,49936,0,49936,36,69,122,95,204,124,105,96,89,503,233,445,606,467,365,35,1,6,3601,0,3601
2015-09,2370,1013,1364,1187,2111,1032,1168,1321,1935,4792,1843,5474,10173,8815,7443,1142,178,106,53467,0,53467,2252,878,1193,1064,1920,921,1080,1221,1803,4272,1699,5031,9605,8418,7076,1107,178,101,49819,0,49819,118,135,171,123,191,111,88,100,132,520,144,443,568,397,367,35,0,5,3648,0,3648
2015-10,2409,1010,1357,1190,2106,1039,1160,1330,1935,4733,1840,5468,10191,8823,7457,1154,172,97,53471,0,53471,2274,879,1193,1071,1914,931,1076,1229,1807,4217,1698,5033,9622,8428,7091,1118,172,93,49846,0,49846,135,131,164,119,192,108,84,101,128,516,142,435,569,395,366,36,0,4,3625,0,3625
2015-11,2434,1011,1347,1151,2070,1024,1155,1321,1898,4663,1810,5461,10191,8839,7449,1158,153,85,53220,0,53220,2274,890,1188,1034,1876,926,1075,1216,1774,4166,1670,5028,9622,8439,7082,1122,153,80,49615,0,49615,160,121,159,117,194,98,80,105,124,497,140,433,569,400,367,36,0,5,3605,0,3605
2015-12,421,678,1066,961,2075,1197,1216,1295,1298,4961,2818,5630,10126,10503,7456,1164,154,83,53102,0,53102,397,618,969,874,1886,1077,1123,1196,1206,4479,2581,5171,9493,9996,7090,1128,154,78,49516,0,49516,24,60,97,87,189,120,93,99,92,482,237,459,633,507,366,36,0,5,3586,0,3586
2016-01,417,687,1059,972,2081,1193,1207,1293,1317,4898,2791,5584,10097,10508,7460,1173,154,81,52972,0,52972,391,624,954,885,1891,1071,1110,1193,1225,4423,2556,5137,9463,9995,7095,1135,154,77,49379,0,49379,26,63,105,87,190,122,97,100,92,475,235,447,634,513,365,38,0,4,3593,0,3593
2016-02,445,695,1072,992,2066,1242,1216,1259,1333,4875,2784,5601,10113,10604,7468,1177,151,79,53172,0,53172,419,634,959,897,1859,1113,1120,1167,1239,4402,2544,5160,9471,10081,7101,1138,151,75,49530,0,49530,26,61,113,95,207,129,96,92,94,473,240,441,642,523,367,39,0,4,3642,0,3642
2016-03,470,716,1134,1007,2153,1262,1221,1316,1356,4953,2809,5644,10156,10703,7497,1187,149,79,53812,0,53812,439,649,1010,908,1938,1134,1118,1214,1257,4469,2564,5194,9507,10161,7130,1146,149,75,50062,0,50062,31,67,124,99,215,128,103,102,99,484,245,450,649,542,367,41,0,4,3750,0,3750
2016-04,470,712,1129,988,2149,1258,1219,1299,1338,4907,2772,5640,10191,10736,7506,1196,145,80,53735,0,53735,434,647,1010,886,1928,1130,1110,1202,1240,4413,2530,5184,9547,10191,7139,1155,145,76,49967,0,49967,36,65,119,102,221,128,109,97,98,494,242,456,644,545,367,41,0,4,3768,0,3768
2016-05,460,724,1103,955,2153,1260,1217,1293,1341,4877,2788,5645,10194,10800,7516,1208,144,84,53762,0,53762,426,657,985,858,1923,1134,1107,1193,1249,4389,2544,5194,9558,10251,7150,1166,144,81,50009,0,50009,34,67,118,97,230,126,110,100,92,488,244,451,636,549,366,42,0,3,3753,0,3753
2016-06,479,730,1088,968,2149,1260,1213,1324,1351,4913,2788,5685,10215,10874,7524,1224,145,96,54026,0,54026,447,668,971,868,1925,1133,1099,1216,1257,4415,2544,5246,9566,10323,7155,1180,145,94,50252,0,50252,32,62,117,100,224,127,114,108,94,498,244,439,649,551,369,44,0,2,3774,0,3774
2016-07,453,738,1073,947,2178,1254,1212,1340,1352,4871,2781,5669,10219,10900,7532,1233,143,96,53991,0,53991,422,677,959,847,1955,1123,1105,1232,1260,4386,2548,5230,9573,10346,7163,1189,143,94,50252,0,50252,31,61,114,100,223,131,107,108,92,485,233,439,646,554,369,44,0,2,3739,0,3739
2016-08,438,749,1091,970,2184,1266,1216,1347,1333,4822,2787,5682,10255,10934,7536,1238,139,104,54091,0,54091,404,685,975,873,1960,1135,1103,1238,1250,4340,2553,5252,9603,10367,7168,1194,139,102,50341,0,50341,34,64,116,97,224,131,113,109,83,482,234,430,652,567,368,44,0,2,3750,0,3750
2016-09,455,727,1101,977,2212,1255,1213,1332,1322,4836,2789,5709,10262,11000,7535,1257,137,99,54218,0,54218,420,663,979,881,1976,1129,1103,1224,1237,4355,2556,5285,9619,10430,7166,1212,137,97,50469,0,50469,35,64,122,96,236,126,110,108,85,481,233,424,643,570,369,45,0,2,3749,0,3749
2016-10,473,736,1112,982,2241,1282,1223,1352,1330,4773,2793,5765,10308,11081,7540,1267,135,96,54489,0,54489,439,668,982,881,2002,1147,1117,1244,1244,4293,2561,5324,9658,10495,7172,1222,135,93,50677,0,50677,34,68,130,101,239,135,106,108,86,480,232,441,650,586,368,45,0,3,3812,0,3812
2016-11,479,736,1116,963,2253,1265,1219,1335,1316,4761,2792,5774,10336,11100,7552,1277,134,97,54505,0,54505,442,671,986,870,2000,1132,1113,1230,1234,4281,2554,5333,9681,10507,7188,1232,134,93,50681,0,50681,37,65,130,93,253,133,106,105,82,480,238,441,655,593,364,45,0,4,3824,0,3824
2016-12,483,719,1112,964,2247,1245,1214,1299,1305,4693,2752,5750,10308,11149,7571,1285,133,88,54317,0,54317,451,663,972,869,1996,1114,1111,1194,1225,4220,2532,5317,9660,10554,7206,1240,133,85,50542,0,50542,32,56,140,95,251,131,103,105,80,473,220,433,648,595,365,45,0,3,3775,0,3775
2017-01,480,723,1115,952,2230,1246,1215,1316,1292,4699,2760,5744,10268,11171,7581,1288,131,84,54295,0,54295,450,670,965,853,1989,1109,1115,1206,1211,4224,2538,5311,9625,10570,7219,1243,131,81,50510,0,50510,30,53,150,99,241,137,100,110,81,475,222,433,643,601,362,45,0,3,3785,0,3785
2017-02,475,728,1100,925,2237,1249,1215,1294,1283,4656,2762,5750,10252,11166,7596,1291,133,94,54206,0,54206,439,674,964,825,1994,1123,1121,1182,1200,4191,2544,5310,9604,10564,7233,1246,133,91,50438,0,50438,36,54,136,100,243,126,94,112,83,465,218,440,648,602,363,45,0,3,3768,0,3768
2017-03,486,728,1121,941,2232,1248,1242,1289,1292,4702,2780,5796,10281,11275,7609,1304,131,96,54553,0,54553,448,669,974,846,1994,1124,1141,1178,1209,4235,2552,5344,9632,10666,7245,1258,131,94,50740,0,50740,38,59,147,95,238,124,101,111,83,467,228,452,649,609,364,46,0,2,3813,0,3813
2017-04,503,728,1094,932,2236,1229,1237,1300,1289,4645,2756,5810,10296,11311,7611,1310,129,94,54510,0,54510,464,668,946,839,2004,1100,1134,1181,1205,4194,2534,5359,9639,10699,7248,1264,129,93,50700,0,50700,39,60,148,93,232,129,103,119,84,451,222,451,657,612,363,46,0,1,3810,0,3810
2017-05,498,731,1122,917,2232,1224,1238,1290,1300,4605,2763,5809,10316,11390,7621,1314,126,94,54590,0,54590,462,668,971,823,1998,1096,1131,1179,1214,4137,2534,5364,9658,10768,7259,1268,126,93,50749,0,50749,36,63,151,94,234,128,107,111,86,468,229,445,658,622,362,46,0,1,3841,0,3841
2017-06,504,725,1142,935,2249,1229,1243,1307,1315,4602,2784,5821,10336,11459,7642,1324,131,99,54847,0,54847,468,664,1000,843,2020,1104,1137,1193,1222,4126,2551,5381,9682,10832,7276,1277,131,98,51005,0,51005,36,61,142,92,229,125,106,114,93,476,233,440,654,627,366,47,0,1,3842,0,3842
2017-07,507,734,1136,931,2226,1204,1234,1307,1336,4529,2751,5791,10329,11493,7651,1334,127,95,54715,0,54715,477,668,994,842,2010,1083,1119,1192,1236,4054,2521,5352,9668,10865,7283,1287,127,94,50872,0,50872,30,66,142,89,216,121,115,115,100,475,230,439,661,628,368,47,0,1,3843,0,3843
2017-08,494,740,1133,934,2161,1166,1252,1318,1343,4449,2718,5765,10320,11576,7643,1332,127,98,54569,0,54569,461,672,987,844,1952,1057,1134,1203,1249,3984,2490,5321,9648,10948,7276,1285,127,96,50734,0,50734,33,68,146,90,209,109,118,115,94,465,228,444,672,628,367,47,0,2,3835,0,3835
2017-09,485,750,1092,928,2161,1156,1245,1303,1330,4438,2701,5748,10321,11605,7646,1340,127,94,54470,0,54470,451,685,950,837,1942,1051,1129,1190,1239,3976,2469,5301,9648,10981,7279,1292,127,92,50639,0,50639,34,65,142,91,219,105,116,113,91,462,232,447,673,624,367,48,0,2,3831,0,3831
2017-10,3614,937,1326,1109,2375,1325,1370,1404,1412,4526,2747,5837,10402,11367,3729,718,97,85,54380,0,54380,3414,869,1170,1011,2141,1219,1250,1287,1325,4073,2513,5390,9730,10746,3546,681,97,84,50546,0,50546,200,68,156,98,234,106,120,117,87,453,234,447,672,621,183,37,0,1,3834,0,3834
2017-11,3643,946,1318,1104,2388,1327,1361,1379,1427,4533,2738,5861,10410,11428,3726,735,95,88,54507,0,54507,3443,875,1165,1006,2162,1219,1238,1269,1341,4089,2506,5412,9739,10802,3545,698,94,85,50688,0,50688,200,71,153,98,226,108,123,110,86,444,232,449,671,626,181,37,1,3,3819,0,3819
2017-12,483,774,1111,926,2190,1171,1257,1279,1373,4356,2616,5723,10279,11710,7696,1377,122,84,54527,0,54527,447,703,966,834,1963,1066,1136,1167,1285,3936,2383,5285,9617,11076,7323,1328,122,82,50719,0,50719,36,71,145,92,227,105,121,112,88,420,233,438,662,634,373,49,0,2,3808,0,3808
2018-01,491,764,1102,907,2168,1154,1264,1265,1354,4276,2562,5653,10211,11684,7700,1381,119,91,54146,0,54146,450,696,949,819,1944,1044,1152,1156,1269,3859,2329,5216,9561,11049,7326,1333,119,88,50359,0,50359,41,68,153,88,224,110,112,109,85,417,233,437,650,635,374,48,0,3,3787,0,3787
2018-02,513,775,1117,950,2164,1131,1249,1266,1338,4245,2563,5694,10209,11732,7715,1388,119,89,54257,0,54257,476,703,963,853,1948,1008,1135,1158,1250,3817,2331,5256,9556,11097,7340,1339,119,87,50436,0,50436,37,72,154,97,216,123,114,108,88,428,232,438,653,635,375,49,0,2,3821,0,3821
2018-03,532,813,1159,984,2225,1146,1282,1295,1357,4304,2569,5677,10291,11857,7738,1404,119,95,54847,0,54847,490,737,996,886,1989,1022,1166,1176,1272,3873,2330,5236,9631,11205,7361,1355,119,93,50937,0,50937,42,76,163,98,236,124,116,119,85,431,239,441,660,652,377,49,0,2,3910,0,3910
2018-04,4293,1013,1404,1185,2464,1323,1388,1376,1425,4423,2649,5710,10412,11637,3210,717,94,92,54815,0,54815,4057,929,1240,1084,2216,1185,1273,1264,1335,4001,2403,5262,9745,10990,3044,683,93,90,50894,0,50894,236,84,164,101,248,138,115,112,90,422,246,448,667,647,166,34,1,2,3921,0,3921
2018-05,527,831,1171,1016,2244,1168,1274,1304,1361,4307,2519,5620,10291,12007,7750,1429,112,95,55026,0,55026,486,749,1017,915,2005,1025,1154,1190,1267,3880,2281,5172,9631,11347,7375,1380,112,93,51079,0,51079,41,82,154,101,239,143,120,114,94,427,238,448,660,660,375,49,0,2,3947,0,3947
2018-06,532,853,1193,1027,2239,1171,1240,1313,1351,4287,2489,5577,10289,12072,7757,1443,101,80,55014,0,55014,491,767,1032,914,2002,1026,1131,1194,1265,3864,2260,5133,9625,11412,7385,1393,101,79,51074,0,51074,41,86,161,113,237,145,109,119,86,423,229,444,664,660,372,50,0,1,3940,0,3940
2018-07,540,845,1197,1045,2225,1166,1245,1298,1380,4214,2474,5531,10250,12069,7758,1449,99,75,54860,0,54860,496,751,1030,926,1992,1034,1138,1185,1293,3807,2240,5090,9584,11405,7388,1399,99,74,50931,0,50931,44,94,167,119,233,132,107,113,87,407,234,441,666,664,370,50,0,1,3929,0,3929
2018-08,536,847,1198,1039,2242,1168,1223,1295,1365,4201,2465,5513,10177,12105,7756,1456,98,80,54764,0,54764,489,755,1041,920,1993,1041,1124,1185,1275,3795,2229,5072,9513,11435,7384,1405,98,79,50833,0,50833,47,92,157,119,249,127,99,110,90,406,236,441,664,670,372,51,0,1,3931,0,3931
2018-09,528,873,1208,1033,2248,1180,1200,1285,1360,4209,2467,5489,10177,12114,7748,1472,97,77,54765,0,54765,484,777,1050,911,2001,1053,1103,1183,1272,3805,2223,5061,9506,11446,7376,1421,97,76,50845,0,50845,44,96,158,122,247,127,97,102,88,404,244,428,671,668,372,51,0,1,3920,0,3920
